text,label
FLASH_CLK,芯片
FLASH_DI,芯片
FLASH_DO,芯片
RAM_CS_B,芯片
RAM_CLK,芯片
RAM_ADDR0,芯片
RAM_ADDR1,芯片
EEPROM_CS_B,芯片
EEPROM_SCL,芯片
EEPROM_SDA,芯片
RTC_CLK_IN,芯片
RTC_CLK_OUT,芯片
RTC_DATA,芯片
LED_DRIVER_CTRL,芯片
BUZZER_DRIVER_CTRL,芯片
RELAY_DRIVER_CTRL,芯片
SENSOR_TRIG_OUT,芯片
SENSOR_ECHO_IN,芯片
LCD_RS_CTRL,芯片
LCD_EN_CTRL,芯片
LCD_D4_DATA,芯片
LCD_D5_DATA,芯片
LCD_D6_DATA,芯片
LCD_D7_DATA,芯片
